Seed,T1,D1,Ratio1,T2,D2,Ratio2,H,m,Original_m,Percentage_m,Command
789,72079,61927.927117,0.859167,268176,274595.243375,1.023937,19329857904,9,340260,0.000032,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
790,29525,21839.535395,0.739696,242214,221800.996480,0.915723,7151368350,3,271748,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
791,288109,266220.882376,0.924028,66905,74294.148416,1.110442,19275932645,8,355019,0.000028,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
792,246074,198354.120032,0.806075,41223,29002.212670,0.703544,10143908502,2,287304,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
793,203695,262574.814915,1.289059,15778,14135.226984,0.895882,3213899710,2,219491,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
794,10822,9415.973497,0.870077,139576,151718.929442,1.086999,755245736,2,75215,0.000053,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
795,117733,88222.911451,0.749347,262180,334974.947760,1.277653,30867237940,7,379918,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
796,226599,211720.644023,0.934341,237909,207675.409547,0.872920,17969980497,2,154839,0.000026,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
797,182749,203258.040634,1.112225,209949,222911.560289,1.061741,38367969801,1,392701,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
798,290353,375918.732977,1.294696,184401,231241.705429,1.254015,7648769079,1,67825,0.000044,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
799,97586,114799.678216,1.176395,8174,6910.684845,0.845447,398833982,2,52896,0.000076,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
800,204857,155193.254035,0.757569,131453,96882.254251,0.737011,26929067221,4,336313,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
801,163669,153971.115304,0.940747,256398,315910.512032,1.232110,41964404262,7,420070,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
802,118940,97359.803894,0.818562,228710,255883.473268,1.118812,2720276740,6,34769,0.000230,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
803,227447,159444.443784,0.701018,53153,53855.330941,1.013213,525630017,8,12204,0.000819,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
804,35298,31177.149883,0.883255,177154,160521.052460,0.906110,3126590946,3,106232,0.000047,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
805,143222,152659.265512,1.065893,151356,120963.113494,0.799196,10838754516,7,147292,0.000061,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
806,251171,238485.428256,0.949494,276023,273911.428137,0.992350,69328972933,4,527197,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
807,207715,171957.713322,0.827854,249011,219625.085857,0.881989,51723319865,4,456729,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
808,165006,117088.450890,0.709601,223164,172618.194885,0.773504,2045744388,4,21568,0.000278,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
809,125238,112290.648624,0.896618,49650,48261.939362,0.972043,1036344450,3,29152,0.000172,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
810,82112,88357.766119,1.076064,172607,200666.084620,1.162561,14173105984,1,254723,0.000012,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
811,37832,36162.095278,0.955860,145498,152831.587229,1.050403,2752240168,8,91671,0.000109,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
812,145016,164674.824082,1.135563,268759,253072.527309,0.941634,38974355144,7,413778,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
813,103147,105067.902726,1.018623,242651,275478.968471,1.135289,25028722697,1,345802,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
814,211529,190793.075483,0.901971,68067,49642.457245,0.729318,14398144443,2,279601,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
815,168020,181907.123358,1.082652,41207,37869.961766,0.919018,6923600140,8,209233,0.000048,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
816,125478,158388.600193,1.262282,14531,11782.799578,0.810873,1823320818,2,140022,0.000029,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
817,232991,196915.071953,0.845162,138773,97557.541978,0.703001,32332860043,4,371767,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
818,191169,196404.394965,1.027386,263157,235949.163601,0.896610,16769153511,8,151445,0.000066,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
819,297964,359771.222499,1.207432,236284,256835.187045,1.086977,17601031444,1,133565,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
820,255570,201421.856460,0.788128,60312,77148.579177,1.279158,366998520,6,7526,0.001063,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
821,62055,78719.597775,1.268546,183372,214330.240351,1.168828,541864260,1,11692,0.000257,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
822,21387,24681.089488,1.154023,9355,7158.363027,0.765191,200075385,6,30746,0.000260,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
823,128140,94120.597980,0.734514,282255,269703.564228,0.955532,7233631140,3,82083,0.000061,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
824,235565,216082.404067,0.917294,106597,122312.439738,1.147429,25110522305,10,342165,0.000035,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
825,44028,35180.327845,0.799044,230901,240524.852383,1.041680,3388703076,6,91650,0.000087,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
826,151164,148146.130343,0.980036,204197,251755.119171,1.232903,30867235308,11,355364,0.000037,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
827,108236,125666.523869,1.161042,178137,146761.554801,0.823869,19280836332,7,286376,0.000031,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
828,215637,160118.953470,0.742539,1565,1589.643927,1.015747,337471905,7,217306,0.000041,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
829,173457,160361.113882,0.924501,275617,250410.916034,0.908547,47807697969,5,449077,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
830,131590,106295.602813,0.807779,100684,80751.768243,0.802032,6624503780,3,116140,0.000043,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
831,87962,86727.255691,0.985963,223547,288660.172706,1.291273,19663641214,7,311514,0.000029,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
832,197234,231083.926670,1.171623,48884,58055.497775,1.187618,4820793428,1,123065,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
833,153788,161520.819846,1.050282,171936,133645.659709,0.777299,6610423392,8,81434,0.000123,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
834,110962,103368.182255,0.931564,145310,184343.289318,1.268621,8061944110,6,128139,0.000062,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
835,66886,74184.767854,1.109123,267590,229282.968583,0.856844,8949012370,4,167243,0.000036,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
836,25631,25472.507010,0.993816,242808,182561.669666,0.751877,6223411848,3,268448,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
837,132734,155908.363594,1.174593,66267,82368.537705,1.242980,8795883978,1,199005,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
838,241594,183446.669610,0.759318,41694,34950.256364,0.838256,5036510118,3,141650,0.000035,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
839,197679,244808.851792,1.238416,14913,10839.380342,0.726841,982662309,2,70882,0.000056,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
840,6080,6821.709973,1.121992,139637,170502.591686,1.221042,848992960,1,145746,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
841,113576,79908.849999,0.703572,263102,213938.358546,0.813138,14941036376,2,188343,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
842,71688,63469.455292,0.885357,87383,61742.325308,0.706571,6264312504,2,159074,0.000025,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
843,177624,189173.568952,1.065023,60217,71954.946068,1.194927,10695984408,1,237845,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
844,136215,129183.627177,0.948380,35045,38182.943131,1.089540,954730935,8,34257,0.000292,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
845,244435,203451.720559,0.832335,9630,12358.912068,1.283376,470781810,7,50835,0.000177,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
846,51813,52470.731895,1.012694,133094,116467.947156,0.875080,6895999422,9,184911,0.000059,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
847,157049,139739.028261,0.889780,105026,111506.023880,1.061699,16494228274,8,262078,0.000038,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
848,265622,205422.709721,0.773365,229688,288562.379286,1.256323,30505092968,10,247658,0.000048,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
849,72905,69577.815996,0.954363,203843,172807.066206,0.847746,14861173915,4,276752,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
850,180555,205070.311811,1.135778,27126,28217.168062,1.040226,1632578310,1,69236,0.000043,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
851,140349,143381.444700,1.021606,3547,4389.884912,1.237633,497817903,1,143938,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
852,245301,220376.949580,0.898394,125178,103097.883579,0.823610,10235429526,3,123496,0.000040,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
853,54490,59115.312530,1.084884,251320,180873.540839,0.719694,1369442680,7,30586,0.000294,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
854,11008,13899.436508,1.262667,73670,66989.809127,0.909323,405479680,7,42346,0.000213,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
855,269478,308844.879114,1.146086,48431,53452.143693,1.103676,13051089018,1,317917,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
856,76823,79029.295615,1.028719,172993,172184.585004,0.995327,13289841239,6,249820,0.000032,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
857,34054,41135.229694,1.207941,295955,351199.951028,1.186667,10078451570,1,330021,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
858,290442,229040.744213,0.788594,119022,128084.571874,1.076142,5761497954,9,68247,0.000161,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
859,98323,95420.247963,0.970477,242651,235163.280897,0.969142,23858174273,5,340978,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
860,56084,47875.384343,0.853637,217392,252565.361526,1.161797,435436176,7,9773,0.000921,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
861,163934,169705.264203,1.035205,191407,201865.507254,1.054640,31378115138,1,355344,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
862,271269,330100.343760,1.216875,165424,156537.282431,0.946279,44874403056,7,436697,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
863,78660,86283.227737,1.096914,288575,328408.399476,1.138035,4539861900,1,73453,0.000041,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
864,185353,181126.878378,0.977200,262193,190902.869338,0.728101,48598259129,3,447549,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
865,292954,251566.148681,0.858722,235732,216975.298038,0.920432,34529316164,3,264346,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
866,251124,186273.156107,0.741758,60719,67640.679917,1.113995,15247998156,7,311847,0.000029,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
867,57925,53388.699055,0.921687,33702,33849.669731,1.004382,1952188350,7,91630,0.000098,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
868,16689,13470.335966,0.807139,9667,8694.513014,0.899401,161332563,5,26359,0.000266,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
869,274105,352914.181944,1.287515,132881,105142.030314,0.791250,36423346505,7,406990,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
870,81015,94673.270186,1.168589,106491,136509.940545,1.281892,261435405,1,5685,0.000528,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
871,39256,41304.142060,1.052174,231165,271786.533526,1.175725,9074613240,1,270429,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
872,145448,135293.159405,0.930182,53810,57284.229471,1.064565,3913278440,9,99633,0.000110,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
873,104302,116268.553883,1.114730,28816,27659.750306,0.959875,1502783216,7,66565,0.000135,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
874,210730,272589.063907,1.293547,1692,1437.023103,0.849304,178277580,2,106374,0.000038,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
875,20274,17856.300646,0.880749,128013,133935.233583,1.046263,865111854,8,49437,0.000202,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
876,275541,208477.499884,0.756612,249112,232418.645841,0.932989,68640569592,2,524656,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
877,234354,290850.614943,1.241074,224783,186139.240917,0.828084,52678795182,8,459140,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
878,191499,214824.040164,1.121802,198085,142482.629347,0.719300,37933079415,5,389587,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
879,149223,104937.809187,0.703228,22190,26890.205998,1.211816,3311258370,9,171419,0.000064,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
880,106082,93708.565777,0.883360,295457,237048.907376,0.802313,31342669474,5,401543,0.000017,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
881,64003,68214.560400,1.065803,119935,155354.561325,1.295323,7676199805,1,183942,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
882,22259,27811.520102,1.249451,243910,290085.657058,1.189314,5429192690,1,266183,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
883,279250,315791.243207,1.130855,217957,235418.722217,1.080115,60864492250,1,497210,0.000006,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
884,236977,239917.961070,1.012410,42181,53680.813557,1.272630,9995926837,1,279165,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
885,43322,51619.892123,1.191540,14842,17245.186115,1.161918,321492562,1,29087,0.000103,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
886,1375,1064.042420,0.773849,289370,218537.436376,0.755218,79576750,2,58310,0.000069,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
887,259782,326603.773113,1.257222,263916,329750.419748,1.249452,11426771052,1,87286,0.000034,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
888,66153,75168.017933,1.136275,236759,269613.322841,1.138767,15662318127,1,302917,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
889,171858,174299.819288,1.014208,58698,42648.193902,0.726570,1681286814,6,38431,0.000208,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
890,281898,254386.338074,0.902406,185788,227528.431885,1.224667,26186632812,10,233846,0.000051,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
891,237948,256907.293572,1.079678,157331,127954.212097,0.813280,37436596788,7,395282,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
892,196441,189353.884269,0.963922,283175,285320.699430,1.007577,55627180175,10,479619,0.000025,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
893,153796,175947.284117,1.144030,256677,230804.411651,0.899202,39475895892,8,410476,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
894,111282,80764.965742,0.725768,80412,63625.498273,0.791244,1491401364,3,31952,0.000156,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
895,218343,197742.909987,0.905653,53950,69172.162220,1.282153,11779604850,7,272298,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
896,176784,139650.074087,0.789947,28316,24821.060243,0.876574,1251453936,2,51282,0.000078,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
897,283906,360556.064620,1.269984,152393,162686.884879,1.067548,43265287058,1,436303,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
898,242296,279883.646665,1.155131,127189,122337.677523,0.961857,30817385944,9,369489,0.000030,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
899,49563,36449.147245,0.735410,100974,86155.159539,0.853241,1668191454,2,50183,0.000080,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
900,158068,192790.733917,1.219670,75600,79211.117465,1.047766,2987485200,1,58421,0.000051,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
901,114886,126312.249227,1.099457,198976,186663.595126,0.938121,11429778368,9,156934,0.000070,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
902,71479,69991.016996,0.979183,172050,194069.418051,1.127983,12297961950,10,243533,0.000049,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
903,181030,210914.589318,1.165081,148038,151724.660659,1.024903,13399659570,1,164537,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
904,136307,101093.092132,0.741657,119217,144454.137112,1.211691,16250111619,7,255527,0.000035,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
905,95056,88163.973286,0.927495,95236,105398.392855,1.106707,2263188304,5,47576,0.000147,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
906,51623,41645.272232,0.806719,217850,282451.158678,1.296540,11246070550,2,269480,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
907,158753,204287.793301,1.286828,190908,226743.740432,1.187712,30307217724,1,349664,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
