Seed,T1,D1,Ratio1,T2,D2,Ratio2,H,m,Original_m,Percentage_m,Command
267,50943,59774.228089,1.173355,232109,294494.938956,1.268779,11824328787,1,283059,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
268,7328,5503.280494,0.750994,203982,175049.093079,0.858160,747390048,2,105681,0.000038,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
269,115458,142528.360037,1.234461,29172,21926.970067,0.751644,561356796,2,24112,0.000166,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
270,224303,183603.318336,0.818550,4085,5093.619394,1.246908,916277755,6,228434,0.000035,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
271,30749,39884.909093,1.297112,126782,106038.330356,0.836383,3898419718,10,157536,0.000076,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
272,138188,121438.972219,0.878795,250928,258015.258593,1.028244,8668809616,9,97282,0.000113,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
273,95429,72532.335170,0.760066,224603,206562.029267,0.919676,21433639687,4,320036,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
274,54024,51027.375325,0.944532,49598,55270.683453,1.114373,1339741176,7,51814,0.000174,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
275,160013,131621.756397,0.822569,22276,15654.001881,0.702729,3564449588,2,182297,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
276,117944,118643.531092,1.005931,296432,265572.927664,0.895898,4370296976,5,51801,0.000135,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
277,226625,269398.312923,1.188740,271652,214771.976059,0.790614,61563134500,7,498280,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
278,183250,140799.883766,0.768349,244491,313090.688723,1.280582,44802975750,6,427744,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
279,289525,274370.737585,0.947658,67187,78590.134996,1.169722,19452316175,10,356717,0.000034,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
280,98403,81855.780815,0.831842,192380,204889.358368,1.065024,18930769140,9,290787,0.000038,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
281,204321,206339.946607,1.009881,164435,206089.485593,1.253319,33597523635,1,368759,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
282,164457,147667.790630,0.897911,291568,248303.863176,0.851616,47950398576,5,456028,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
283,120374,93401.977465,0.775931,263656,274175.459224,1.039898,15868663672,10,192019,0.000062,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
284,78365,98595.426437,1.258156,87878,81998.350315,0.933093,983794210,7,23752,0.000379,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
285,35962,30213.509160,0.840151,61855,51053.701075,0.825377,2224429510,4,97820,0.000061,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
286,144335,147666.851817,1.023084,186540,190171.834001,1.019469,5384850180,1,66178,0.000045,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
287,250455,225775.641827,0.901462,9470,8599.937503,0.908124,474361770,3,52010,0.000096,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
288,208559,226111.537581,1.084161,283766,227471.630230,0.801617,59181953194,7,492328,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
289,16571,16027.302210,0.967190,258096,256783.116896,0.994913,4276908816,5,274684,0.000025,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
290,124030,142521.354453,1.149088,232317,206025.961538,0.886831,28814277510,11,356350,0.000036,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
291,80571,82980.709453,1.029908,55649,59913.326887,1.076629,4483695579,1,136223,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
292,186462,225097.501987,1.207203,177409,171171.108587,0.964839,33080036958,8,363874,0.000027,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
293,146526,116329.369673,0.793916,3647,3147.348346,0.862997,534380322,2,150207,0.000027,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
294,102545,99725.257960,0.972502,276165,207536.745223,0.751495,5663867985,3,75746,0.000066,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
295,210808,243629.541514,1.155694,251152,237414.230800,0.945301,6618106352,10,57748,0.000208,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
296,166704,172249.411679,1.033265,223021,185893.431475,0.833524,37178492784,7,389728,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
297,125946,115793.006083,0.919386,198913,145156.110654,0.729747,25052296698,3,324862,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
298,234020,187663.051729,0.801910,173570,160221.820188,0.923096,4061885140,3,40762,0.000123,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
299,191436,188050.629134,0.982316,297363,331513.648648,1.114845,18975327756,9,162936,0.000068,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
300,148761,128543.112773,0.864091,121271,122057.137369,1.006482,18040395231,7,270035,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
301,257189,269512.130066,1.047915,96309,115640.500599,1.200724,24769615401,1,353502,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
302,213782,262289.795279,1.226903,218514,172770.964729,0.790663,23357179974,7,216151,0.000042,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
303,20745,22971.974160,1.107350,42321,41531.322975,0.981341,292649715,6,21025,0.000380,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
304,278195,358383.797799,1.288247,16309,19133.521388,1.173188,4537082255,1,294527,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
305,236348,277092.169820,1.172391,290550,309999.405983,1.066940,34335455700,1,263452,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
306,45135,34132.546624,0.756232,116091,146499.330262,1.261935,582196365,4,17919,0.000335,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
307,353,329.620419,0.933769,237450,272745.771879,1.148645,83819850,2,238577,0.000017,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
308,108800,121565.954362,1.117334,212711,158016.054992,0.742867,23142956800,10,321514,0.000037,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
309,215046,278538.322620,1.295250,184672,172103.245498,0.931940,19856487456,8,199862,0.000050,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
310,23497,20657.632459,0.879160,9753,8058.193935,0.826227,229166241,4,33254,0.000180,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
311,280588,297308.600398,1.059591,283162,203106.795768,0.717281,3611448148,4,25628,0.000234,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
312,239115,225564.961902,0.943333,108250,98695.682060,0.911738,5176839750,4,69477,0.000086,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
313,195787,161286.339745,0.823785,81545,65384.199060,0.801817,15965450915,2,277336,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
314,4155,4184.500252,1.007100,56005,72580.168810,1.295959,46540155,1,12051,0.000249,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
315,109750,97010.120324,0.883919,28056,33200.867328,1.183379,1539573000,8,68908,0.000145,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
316,218693,233865.052331,1.069376,3593,2798.579883,0.778898,785763949,2,222353,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
317,175598,166599.131449,0.948753,276614,268170.073862,0.969474,24286432586,6,226109,0.000035,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
318,283462,320535.710487,1.130789,250476,216015.264446,0.862419,35500213956,9,266972,0.000041,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
319,91876,65606.332336,0.714075,75933,80223.069529,1.056498,6976420308,8,167812,0.000060,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
320,199470,238875.043626,1.197549,200034,189812.025600,0.948899,6650130330,4,66587,0.000090,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
321,158297,171219.642628,1.081635,175498,148125.590058,0.844030,27780806906,11,333798,0.000039,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
322,263961,253160.841983,0.959084,297165,217445.552107,0.731733,26146656855,2,187045,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
323,222026,253476.922571,1.141654,271887,251509.498503,0.925052,8623711866,8,70562,0.000142,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
324,28441,20493.810907,0.720573,94394,76885.340442,0.814515,2684659754,3,122839,0.000041,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
325,137057,165030.993592,1.204105,69772,49476.280806,0.709114,9562741004,9,206833,0.000053,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
326,93511,101407.349090,1.084443,42261,37984.297885,0.898803,3951868371,8,135776,0.000074,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
327,51700,65553.188051,1.267953,16954,18522.369334,1.092507,438260900,1,34332,0.000087,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
328,157938,181024.518223,1.146175,139906,179278.895344,1.281424,11048236914,1,148925,0.000020,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
329,266677,274853.790631,1.030662,114739,134989.583148,1.176493,30598252303,1,381420,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
330,224709,272602.491465,1.213136,89242,68694.897700,0.769760,20053480578,9,313956,0.000035,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
331,31294,24788.385642,0.792113,62149,59635.782586,0.959561,1944890806,2,93447,0.000043,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
332,137987,134108.523979,0.971892,35485,40794.446595,1.149625,4896468695,5,173477,0.000040,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
333,245431,209649.295395,0.854209,159499,118281.168208,0.741579,39145999069,4,404933,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
334,53640,55560.974337,1.035812,133587,124937.335112,0.935251,796178520,6,20807,0.000384,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
335,162226,198002.932769,1.220538,258720,292335.895826,1.129932,20985555360,1,210476,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
336,268899,215442.016403,0.801201,232342,167282.639051,0.719985,62476531458,2,501244,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
337,76150,97603.792351,1.281731,55629,50702.002887,0.911431,4236148350,9,131782,0.000083,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
338,185111,160398.666706,0.866500,180706,145831.423169,0.807009,33450668366,2,365820,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
339,291615,305214.452655,1.046635,153550,199114.750626,1.296742,8955496650,1,89036,0.000034,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
340,97756,119728.047850,1.224764,276488,244806.366667,0.885414,6757090232,10,93565,0.000128,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
341,55989,45158.817633,0.806566,250606,195262.743163,0.779162,14031179334,3,306600,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
342,14089,18175.359340,1.290039,75610,96221.178555,1.272599,1065269290,1,89707,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
343,122626,107108.455652,0.873456,200176,233633.022748,1.167138,12273391088,10,161405,0.000074,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
344,78416,82493.371392,1.051997,22644,17098.559791,0.755103,443912976,6,25270,0.000317,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
345,36795,45466.969098,1.235683,147580,140086.648431,0.949225,1086041220,4,36880,0.000163,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
346,293732,327582.970274,1.115244,120688,101364.642759,0.839890,8862481904,9,103609,0.000106,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
347,101408,131487.222997,1.296616,94901,97962.745507,1.032263,9623720608,1,196312,0.000015,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
348,59197,69854.215405,1.180030,69308,84906.621209,1.225062,4102825676,1,128508,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
349,166725,176750.785676,1.060134,192819,215397.043084,1.117094,10715915925,1,119851,0.000025,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
350,274422,259057.007267,0.944010,167548,169168.106039,1.009670,22989428628,7,220988,0.000041,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
351,232039,191722.066099,0.826249,291362,262824.254724,0.902054,67607347118,4,523404,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
352,38754,38943.107720,1.004880,264407,288760.142537,1.092105,10246828878,1,303170,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
353,295690,262106.398733,0.886423,237743,305002.595109,1.282909,70298227670,9,533436,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
354,253673,194801.785614,0.767925,212131,249464.805077,1.175994,53811907163,11,465807,0.000028,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
355,61532,58501.643702,0.950752,186257,199097.850951,1.068942,11460765724,7,247794,0.000036,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
356,167304,138521.357842,0.827962,158596,199319.011646,1.256772,6633436296,4,81478,0.000074,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
357,126577,128303.874115,1.013643,283865,327332.943879,1.153129,35930780105,1,410446,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
358,234533,280724.057871,1.196949,258589,192975.847267,0.746265,60647653937,10,493125,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
359,41446,44629.439761,1.076809,81767,101135.464216,1.236874,3388915082,1,123217,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
360,299820,287800.566899,0.959911,206816,171848.046980,0.830922,15501893280,4,126662,0.000047,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
361,257034,293494.637858,1.141851,180429,130334.924118,0.722361,15458795862,8,145824,0.000069,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
362,64277,46335.473223,0.720872,3677,3359.534209,0.913662,236346529,3,67968,0.000074,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
363,22661,27298.937978,1.204666,278755,225174.213948,0.807785,6316867055,7,301427,0.000030,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
364,279515,219374.448289,0.784840,101628,101459.901044,0.998346,28406550420,3,381147,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
365,85865,108552.042907,1.264218,224972,267168.001597,1.187561,19317220780,1,310841,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
366,44636,51258.886482,1.148375,199738,156330.604367,0.782678,4457752684,9,122192,0.000090,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
367,152660,157486.087595,1.031613,24445,31191.111532,1.275971,746354740,1,35429,0.000085,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
368,108827,131756.176274,1.210694,146781,126949.964378,0.864894,15973735887,11,255611,0.000051,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
369,216028,235646.282229,1.090814,270685,204663.598649,0.756095,58475539180,11,486716,0.000027,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
370,24226,23607.752834,0.974480,244730,305896.780425,1.249936,2964414490,2,134492,0.000030,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
371,281834,325527.713921,1.155034,218722,184190.608178,0.842122,4403092582,7,35757,0.000252,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
372,239576,248537.374271,1.037405,42984,31582.007113,0.734739,1287241848,9,35328,0.000311,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
373,196591,180684.794743,0.919090,17148,15872.137884,0.925597,3371142468,3,213751,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
374,154166,123438.073049,0.800683,290829,237852.414825,0.817843,44835943614,3,444998,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
375,111042,108836.376031,0.980137,263496,186664.722535,0.708416,4876520472,3,62426,0.000080,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
376,70638,82399.894383,1.166509,89987,81473.850251,0.905396,6356501706,5,160628,0.000044,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
377,176197,131093.386397,0.744016,61971,67722.376085,1.092808,1559872041,6,34028,0.000235,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
378,134022,124094.881971,0.925929,36360,35834.813185,0.985556,812173320,5,28402,0.000246,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
379,90789,100448.369935,1.106394,9468,8292.946307,0.875892,286530084,2,33431,0.000120,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
380,49796,49317.667105,0.990394,284450,219457.721259,0.771516,7082236100,3,167129,0.000030,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
381,156400,183171.673547,1.171174,257969,325411.680672,1.261437,40346351600,1,414372,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
382,264858,199830.358351,0.754481,232871,269134.656680,1.155724,61677747318,7,497732,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
383,222222,274728.820871,1.236281,206813,216626.039386,1.047449,45958398486,1,429038,0.000007,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
384,180624,202042.288803,1.118579,31192,38727.842947,1.241595,704252976,1,26485,0.000113,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
385,285930,284930.209362,0.996503,3273,2711.458863,0.828432,311949630,3,96490,0.000052,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
