Seed,T1,D1,Ratio1,a_1,T2,D2,Ratio2,a_2,t,diff1,diff2,task1_gen_t,task2_gen_t,H,m,Command
735,265809,332707.045171,1.251677,1,175878,149696.405607,0.851138,1,1.000000,-66898.045171,26181.594393,0,0,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.79892807759158169,175878,149696.405607,0.851138,1.0572544378155158,332707.045171,0.000000,7132.639565,1,0,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.99404338139764181,175878,149696.405607,0.851138,1.0022541389226209,11230876.045171,0.000000,865.639565,1,0,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.99806776287643573,175878,149696.405607,0.851138,1.0007480187143865,34622068.045171,0.000000,283.639565,1,0,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.99987316269964621,175878,149696.405607,0.851138,1.0000496138973527,527431954.045171,0.000000,13.639565,1,0,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.99998578115551451,175878,149696.405607,0.851138,1.0000055644182932,4704886198.045172,0.000000,1.639565,1,0,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0,175878,149696.405607,0.851138,1.1748979495360441,149696.405607,82798.360435,0.000000,0,1,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.9934578636600907,175878,149696.405607,0.851138,1.0024463346644936,10702376.405607,3118.360435,0.000000,0,1,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.99698547510273583,175878,149696.405607,0.851138,1.0011553040993986,22662080.405607,1417.360435,0.000000,0,1,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.99884171205053995,175878,149696.405607,0.851138,1.000451301301162,58013558.405607,298.360435,0.000000,0,1,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.99989020171811283,175878,149696.405607,0.851138,1.0000429511371784,609566966.405607,31.360435,0.000000,0,1,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
735,265809,332707.045171,1.251677,0.99998836380251432,175878,149696.405607,0.851138,1.0000045539149427,5749249760.405606,1.360435,0.000000,0,1,15583318434,12,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=735
