Seed,T1,D1,Ratio1,a_1,T2,D2,Ratio2,a_2,t,diff1,diff2,task1_gen_t,task2_gen_t,H,m,Command
694,58679,41602.155956,0.708979,1,46008,49631.278184,1.078753,1,1.000000,17076.844044,-3623.278184,0,0,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
694,58679,41602.155956,0.708979,1.4104797852804158,46008,49631.278184,1.078753,0,41602.155956,0.000000,37978.877772,1,0,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
694,58679,41602.155956,0.708979,1.0043625520035808,46008,49631.278184,1.078753,0.9990455394094212,3914416.155956,0.000000,112.877772,1,0,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
694,58679,41602.155956,0.708979,1.182298787108383,46008,49631.278184,1.078753,0.92699607350640745,49631.278184,8029.122228,0.000000,0,1,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
694,58679,41602.155956,0.708979,1.0490709017555961,46008,49631.278184,1.078753,0.98704451094200241,279671.278184,3353.122228,0.000000,0,1,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
694,58679,41602.155956,0.708979,1.0104839411434936,46008,49631.278184,1.078753,0.99768908151279756,1567895.278184,639.122228,0.000000,0,1,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
694,58679,41602.155956,0.708979,1.0009585091796518,46008,49631.278184,1.078753,0.99979601772907245,17762711.278184,51.122228,0.000000,0,1,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
694,58679,41602.155956,0.708979,1.0001321323767618,46008,49631.278184,1.078753,0.99997195476773981,129194087.278184,6.122228,0.000000,0,1,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
694,58679,41602.155956,0.708979,1.000038672892668,46008,49631.278184,1.078753,0.99999179404245142,441542399.278184,1.122228,0.000000,0,1,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
694,58679,41602.155956,0.708979,1.0000064107227717,46008,49631.278184,1.078753,0.99999863979561088,2663774807.278184,0.122229,0.000000,0,1,2699703432,10,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1 -e --rand-seed=694
